site,treatment,rep.num,time.rep,method,class,order,family,genus,species,morph,life.stage,count,date.deploy,date.recover,voucher.num,notes,group
TT ,ace,3,3,pitfall,arachnida,araneae,,,,1,adult,1,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Araneae
TT ,ace,3,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,5,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Elateridae
TT ,ace,3,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,8,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Formicidae
TT ,ace,3,3,pitfall,insecta,coleoptera,carabidae,,,5,larvae,1,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Predatory Larvae
TT ,ace,3,3,pitfall,acari,mesostigmata,,,,2,adult,35,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Predatory Mites
TT ,ace,3,3,pitfall,arachnida,araneae,,,,4,adult,1,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Araneae
TT ,ace,3,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,18,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Non-Oribatid Mites
TT ,ace,3,3,pitfall,arachnida,oribatida,,,,4,adult,2,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Oribatid Mites
TT ,ace,3,3,pitfall,insecta,coleoptera,staphylinidae,,,6,adult,2,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Staphylinidae
TT ,ace,3,3,pitfall,acari,mesostigmata,,,,3,adult,10,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Predatory Mites
TT ,ace,3,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,1,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Collembola
TT ,ace,3,3,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Staphylinidae
TT ,ace,3,3,pitfall,acari,astigmata,acaridae,,,1,adult,621,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Non-Oribatid Mites
TT ,ace,3,3,pitfall,acari,oribatida,,,,2,adult,26,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Oribatid Mites
TT ,ace,3,3,pitfall,acari,oribatida,,,,1,adult,572,6.8.2023,6.15.2023,,"spilled storage vial, some specimens missing",Oribatid Mites
TT ,control,2,3,pitfall,collembola,symphypleona,,,,3,adult,7,6.8.2023,6.15.2023,,,Collembola
TT ,control,2,3,pitfall,acari,mesostigmata,,,,2,adult,8,6.8.2023,6.15.2023,,,Predatory Mites
TT ,control,2,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,2,6.8.2023,6.15.2023,,,Formicidae
TT ,control,2,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,1,6.8.2023,6.15.2023,,,Formicidae
TT ,control,2,3,pitfall,acari,mesostigmata,,,,3,adult,7,6.8.2023,6.15.2023,,,Predatory Mites
TT ,control,2,3,pitfall,arachnida,araneae,,,,4,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,control,2,3,pitfall,insecta,coleoptera,carabidae,,,3,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,control,2,3,pitfall,arachnida,araneae,,,,1,adult,2,6.8.2023,6.15.2023,,,Araneae
TT ,control,2,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,2,6.8.2023,6.15.2023,,,Collembola
TT ,control,2,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,10,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,control,2,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,1,6.8.2023,6.15.2023,,,Elateridae
TT ,control,2,3,pitfall,insecta,coleoptera,carabidae,,,1,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,control,2,3,pitfall,acari,oribatida,,,,4,adult,1,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,control,2,3,pitfall,acari,oribatida,,,,1,adult,180,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,control,2,3,pitfall,acari,oribatida,,,,2,adult,14,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,control,2,3,pitfall,acari,astigmata,acaridae,,,1,adult,10,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,control,1,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,1,6.8.2023,6.15.2023,,,Elateridae
TT ,control,1,3,pitfall,insecta,coleoptera,carabidae,,,1,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,control,1,3,pitfall,acari,mesostigmata,,,,3,adult,6,6.8.2023,6.15.2023,,,Predatory Mites
TT ,control,1,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,4,6.8.2023,6.15.2023,,,Formicidae
TT ,control,1,3,pitfall,acari,mesostigmata,,,,2,adult,13,6.8.2023,6.15.2023,,,Predatory Mites
TT ,control,1,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,3,6.8.2023,6.15.2023,,,Formicidae
TT ,control,1,3,pitfall,insecta,coleoptera,carabidae,,,3,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,control,1,3,pitfall,collembola,symphypleona,,,,3,adult,3,6.8.2023,6.15.2023,,,Collembola
TT ,control,1,3,pitfall,insecta,coleoptera,elateridae,,,3,adult,1,6.8.2023,6.15.2023,,,Elateridae
TT ,control,1,3,pitfall,insecta,coleoptera,carabidae,,,5,larvae,5,6.8.2023,6.15.2023,,,Predatory Larvae
TT ,control,1,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,8,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,control,1,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,control,1,3,pitfall,arachnida,araneae,,,,1,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,control,1,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,1,6.8.2023,6.15.2023,,,Elateridae
TT ,control,1,3,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,control,1,3,pitfall,insecta,coleoptera,staphylinidae,,,7,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,control,1,3,pitfall,acari,oribatida,,,,1,adult,85,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,control,1,3,pitfall,acari,oribatida,,,,2,adult,2,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,control,5,3,pitfall,acari,mesostigmata,,,,2,adult,13,6.8.2023,6.15.2023,,,Predatory Mites
TT ,control,5,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,5,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,control,5,3,pitfall,collembola,symphypleona,,,,3,adult,72,6.8.2023,6.15.2023,,,Collembola
TT ,control,5,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,1,6.8.2023,6.15.2023,,,Formicidae
TT ,control,5,3,pitfall,arachnida,araneae,,,,3,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,control,5,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,1,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,control,5,3,pitfall,arachnida,araneae,,,,2,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,control,5,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,7,6.8.2023,6.15.2023,,,Formicidae
TT ,control,5,3,pitfall,insecta,coleoptera,carabidae,,,3,adult,2,6.8.2023,6.15.2023,,,Carabidae
TT ,control,5,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,3,6.8.2023,6.15.2023,,,Elateridae
TT ,control,5,3,pitfall,acari,mesostigmata,,,,3,adult,6,6.8.2023,6.15.2023,,,Predatory Mites
TT ,control,5,3,pitfall,collembola,symphypleona,,,,2,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,control,5,3,pitfall,insecta,coleoptera,carabidae,,,1,adult,2,6.8.2023,6.15.2023,,,Carabidae
TT ,control,5,3,pitfall,collembola,poduromorpha,,,,4,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,control,5,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,6,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,control,5,3,pitfall,insecta,coleoptera,staphylinidae,,,6,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,control,5,3,pitfall,arachnida,araneae,,,,4,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,control,5,3,pitfall,acari,oribatida,,,,1,adult,112,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,control,5,3,pitfall,acari,oribatida,,,,2,adult,86,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,control,5,3,pitfall,acari,astigmata,acaridae,,,1,adult,364,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,combo,4,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,5,6.8.2023,6.15.2023,,,Formicidae
TT ,combo,4,3,pitfall,acari,mesostigmata,,,,2,adult,33,6.8.2023,6.15.2023,,,Predatory Mites
TT ,combo,4,3,pitfall,collembola,symphypleona,,,,3,adult,38,6.8.2023,6.15.2023,,,Collembola
TT ,combo,4,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,2,6.8.2023,6.15.2023,,,Elateridae
TT ,combo,4,3,pitfall,insecta,coleoptera,carabidae,,,3,adult,3,6.8.2023,6.15.2023,,,Carabidae
TT ,combo,4,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,4,6.8.2023,6.15.2023,,,Formicidae
TT ,combo,4,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,2,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,combo,4,3,pitfall,acari,mesostigmata,,,,3,adult,7,6.8.2023,6.15.2023,,,Predatory Mites
TT ,combo,4,3,pitfall,insecta,coleoptera,elateridae,,,2,adult,2,6.8.2023,6.15.2023,,,Elateridae
TT ,combo,4,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,combo,4,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,2,6.8.2023,6.15.2023,,,Elateridae
TT ,combo,4,3,pitfall,insecta,coleoptera,carabidae,,,1,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,combo,4,3,pitfall,insecta,coleoptera,carabidae,,,10,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,combo,4,3,pitfall,insecta,coleoptera,staphylinidae,,,8,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,combo,4,3,pitfall,acari,oribatida,,,,1,adult,50,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,combo,4,3,pitfall,acari,oribatida,,,,2,adult,85,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,combo,4,3,pitfall,acari,astigmata,acaridae,,,1,adult,394,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,control,3,3,pitfall,insecta,coleoptera,carabidae,,,3,adult,3,6.8.2023,6.15.2023,,,Carabidae
TT ,control,3,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,1,6.8.2023,6.15.2023,,,Formicidae
TT ,control,3,3,pitfall,acari,mesostigmata,,,,2,adult,19,6.8.2023,6.15.2023,,,Predatory Mites
TT ,control,3,3,pitfall,acari,mesostigmata,,,,3,adult,4,6.8.2023,6.15.2023,,,Predatory Mites
TT ,control,3,3,pitfall,collembola,poduromorpha,,,,4,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,control,3,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,5,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,control,3,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,4,6.8.2023,6.15.2023,,,Formicidae
TT ,control,3,3,pitfall,collembola,symphypleona,,,,3,adult,16,6.8.2023,6.15.2023,,,Collembola
TT ,control,3,3,pitfall,arachnida,araneae,,,,1,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,control,3,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,control,3,3,pitfall,arachnida,araneae,,,,4,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,control,3,3,pitfall,acari,oribatida,,,,1,adult,236,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,control,3,3,pitfall,acari,oribatida,,,,2,adult,22,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,control,3,3,pitfall,acari,astigmata,acaridae,,,1,adult,3,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,bif,2,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,6,6.8.2023,6.15.2023,,,Formicidae
TT ,bif,2,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,3,6.8.2023,6.15.2023,,,Elateridae
TT ,bif,2,3,pitfall,insecta,coleoptera,carabidae,,,3,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,bif,2,3,pitfall,acari,mesostigmata,,,,2,adult,15,6.8.2023,6.15.2023,,,Predatory Mites
TT ,bif,2,3,pitfall,collembola,poduromorpha,,,,4,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,bif,2,3,pitfall,diplopoda,spirobolida,,,,1,adult,1,6.8.2023,6.15.2023,,,Diplopoda
TT ,bif,2,3,pitfall,arachnida,araneae,,,,4,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,bif,2,3,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,bif,2,3,pitfall,collembola,symphypleona,,,,3,adult,9,6.8.2023,6.15.2023,,,Collembola
TT ,bif,2,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,5,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,bif,2,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,3,6.8.2023,6.15.2023,,,Collembola
TT ,bif,2,3,pitfall,acari,mesostigmata,,,,3,adult,3,6.8.2023,6.15.2023,,,Predatory Mites
TT ,bif,2,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,2,6.8.2023,6.15.2023,,,Formicidae
TT ,bif,2,3,pitfall,insecta,coleoptera,carabidae,,,5,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,bif,2,3,pitfall,collembola,symphypleona,,,,2,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,bif,2,3,pitfall,arachnida,araneae,,,,5,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,bif,2,3,pitfall,arachnida,araneae,,,,2,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,bif,2,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,5,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,bif,2,3,pitfall,insecta,coleoptera,carabidae,,,5,larvae,1,6.8.2023,6.15.2023,,,Predatory Larvae
TT ,bif,2,3,pitfall,acari,oribatida,,,,1,adult,350,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,bif,2,3,pitfall,acari,oribatida,,,,2,adult,23,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,bif,2,3,pitfall,acari,astigmata,acaridae,,,1,adult,2,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,bif,1,3,pitfall,insecta,coleoptera,carabidae,,,1,adult,2,6.8.2023,6.15.2023,,,Carabidae
TT ,bif,1,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,9,6.8.2023,6.15.2023,,,Elateridae
TT ,bif,1,3,pitfall,acari,mesostigmata,,,,3,adult,11,6.8.2023,6.15.2023,,,Predatory Mites
TT ,bif,1,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,2,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,bif,1,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,3,6.8.2023,6.15.2023,,,Formicidae
TT ,bif,1,3,pitfall,acari,mesostigmata,,,,2,adult,17,6.8.2023,6.15.2023,,,Predatory Mites
TT ,bif,1,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,3,6.8.2023,6.15.2023,,,Formicidae
TT ,bif,1,3,pitfall,collembola,symphypleona,,,,3,adult,3,6.8.2023,6.15.2023,,,Collembola
TT ,bif,1,3,pitfall,collembola,symphypleona,,,,2,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,bif,1,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,bif,1,3,pitfall,insecta,coleoptera,carabidae,,,8,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,bif,1,3,pitfall,acari,oribatida,,,,1,adult,20,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,bif,1,3,pitfall,acari,oribatida,,,,2,adult,7,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,combo,1,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,7,6.8.2023,6.15.2023,,,Formicidae
TT ,combo,1,3,pitfall,insecta,coleoptera,carabidae,,,1,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,combo,1,3,pitfall,acari,mesostigmata,,,,2,adult,14,6.8.2023,6.15.2023,,,Predatory Mites
TT ,combo,1,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,30,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,combo,1,3,pitfall,collembola,symphypleona,,,,3,adult,22,6.8.2023,6.15.2023,,,Collembola
TT ,combo,1,3,pitfall,acari,oribatida,,,,4,adult,1,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,combo,1,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,3,6.8.2023,6.15.2023,,,Formicidae
TT ,combo,1,3,pitfall,insecta,coleoptera,carabidae,,,8,adult,2,6.8.2023,6.15.2023,,,Carabidae
TT ,combo,1,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,4,6.8.2023,6.15.2023,,,Elateridae
TT ,combo,1,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,5,adult,2,6.8.2023,6.15.2023,,,Collembola
TT ,combo,1,3,pitfall,arachnida,araneae,,,,4,adult,3,6.8.2023,6.15.2023,,,Araneae
TT ,combo,1,3,pitfall,acari,mesostigmata,,,,3,adult,2,6.8.2023,6.15.2023,,,Predatory Mites
TT ,combo,1,3,pitfall,insecta,coleoptera,elateridae,,,3,adult,1,6.8.2023,6.15.2023,,,Elateridae
TT ,combo,1,3,pitfall,collembola,symphypleona,,,,2,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,combo,1,3,pitfall,acari,prostigmata,,,,2,adult,1,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,combo,1,3,pitfall,acari,prostigmata,bdellidae,,,3,adult,2,6.8.2023,6.15.2023,,,Predatory Mites
TT ,combo,1,3,pitfall,collembola,entomobryromorpha,tomoceridae,,,6,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,combo,1,3,pitfall,insecta,coleoptera,staphylinidae,stenus,,9,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,combo,1,3,pitfall,acari,oribatida,,,,1,adult,81,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,combo,1,3,pitfall,acari,oribatida,,,,2,adult,7,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,ace,5,3,pitfall,acari,oribatida,,,,1,adult,71,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,ace,5,3,pitfall,acari,oribatida,,,,2,adult,86,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,ace,5,3,pitfall,acari,astigmata,acaridae,,,1,adult,1279,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,ace,5,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,8,6.8.2023,6.15.2023,,,Formicidae
TT ,ace,5,3,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,ace,5,3,pitfall,acari,prostigmata,bdellidae,,,3,adult,5,6.8.2023,6.15.2023,,,Predatory Mites
TT ,ace,5,3,pitfall,acari,mesostigmata,,,,2,adult,48,6.8.2023,6.15.2023,,,Predatory Mites
TT ,ace,5,3,pitfall,collembola,symphypleona,,,,3,adult,51,6.8.2023,6.15.2023,,,Collembola
TT ,ace,5,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,2,6.8.2023,6.15.2023,,,Formicidae
TT ,ace,5,3,pitfall,acari,prostigmata,,,,2,adult,2,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,ace,5,3,pitfall,acari,oribatida,,,,4,adult,3,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,ace,5,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,9,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,ace,5,3,pitfall,collembola,entomobryromorpha,tomoceridae,,,6,adult,6,6.8.2023,6.15.2023,,,Collembola
TT ,ace,5,3,pitfall,acari,prostigmata,,,,1,adult,2,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,ace,5,3,pitfall,arachnida,araneae,,,,4,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,ace,5,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,ace,5,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,5,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,ace,5,3,pitfall,insecta,coleoptera,carabidae,,,8,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,ace,5,3,pitfall,insecta,coleoptera,staphylinidae,,,2,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,ace,5,3,pitfall,acari,mesostigmata,,,,3,adult,1,6.8.2023,6.15.2023,,,Predatory Mites
TT ,ace,5,3,pitfall,acari,oribatida,,,,5,adult,1,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,ace,5,3,pitfall,collembola,symphypleona,,,,2,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,ace,5,3,pitfall,insecta,coleoptera,carabidae,,,5,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,ace,5,3,pitfall,acari,oribatida,,,,1,adult,95,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,ace,5,3,pitfall,acari,oribatida,,,,2,adult,109,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,ace,5,3,pitfall,acari,astigmata,acaridae,,,1,adult,1832,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,nov,1,3,pitfall,arachnida,araneae,,,,2,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,nov,1,3,pitfall,insecta,coleoptera,carabidae,,,1,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,nov,1,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,3,6.8.2023,6.15.2023,,,Formicidae
TT ,nov,1,3,pitfall,acari,mesostigmata,,,,2,adult,6,6.8.2023,6.15.2023,,,Predatory Mites
TT ,nov,1,3,pitfall,arachnida,araneae,,,,4,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,nov,1,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,17,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,nov,1,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,7,6.8.2023,6.15.2023,,,Formicidae
TT ,nov,1,3,pitfall,collembola,symphypleona,,,,3,adult,9,6.8.2023,6.15.2023,,,Collembola
TT ,nov,1,3,pitfall,acari,prostigmata,bdellidae,,,3,adult,4,6.8.2023,6.15.2023,,,Predatory Mites
TT ,nov,1,3,pitfall,insecta,coleoptera,carabidae,,,5,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,nov,1,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,5,adult,2,6.8.2023,6.15.2023,,,Collembola
TT ,nov,1,3,pitfall,acari,prostigmata,,,,2,adult,1,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,nov,1,3,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,nov,1,3,pitfall,acari,oribatida,,,,1,adult,164,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,nov,1,3,pitfall,acari,oribatida,,,,2,adult,3,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,nov,1,3,pitfall,acari,astigmata,acaridae,,,1,adult,86,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,nov,2,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,3,6.8.2023,6.15.2023,,,Formicidae
TT ,nov,2,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,43,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,nov,2,3,pitfall,collembola,symphypleona,,,,3,adult,21,6.8.2023,6.15.2023,,,Collembola
TT ,nov,2,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,6,6.8.2023,6.15.2023,,,Formicidae
TT ,nov,2,3,pitfall,insecta,coleoptera,carabidae,,,5,larvae,2,6.8.2023,6.15.2023,,,Predatory Larvae
TT ,nov,2,3,pitfall,acari,mesostigmata,,,,2,adult,8,6.8.2023,6.15.2023,,,Predatory Mites
TT ,nov,2,3,pitfall,insecta,coleoptera,carabidae,,,3,adult,3,6.8.2023,6.15.2023,,,Carabidae
TT ,nov,2,3,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,6.8.2023,6.15.2023,,,Staphylinidae
TT ,nov,2,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,1,6.8.2023,6.15.2023,,,Elateridae
TT ,nov,2,3,pitfall,arachnida,araneae,,,,2,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,nov,2,3,pitfall,collembola,poduromorpha,,,,4,adult,1,6.8.2023,6.15.2023,,,Collembola
TT ,nov,2,3,pitfall,acari,oribatida,,,,5,adult,2,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,nov,2,3,pitfall,acari,prostigmata,bdellidae,,,3,adult,2,6.8.2023,6.15.2023,,,Predatory Mites
TT ,nov,2,3,pitfall,acari,oribatida,,,,1,adult,240,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,nov,2,3,pitfall,acari,oribatida,,,,2,adult,2,6.8.2023,6.15.2023,,,Oribatid Mites
TT ,combo,3,3,pitfall,collembola,symphypleona,,,,3,adult,30,6.8.2023,6.15.2023,,,Collembola
TT ,combo,3,3,pitfall,acari,mesostigmata,,,,2,adult,40,6.8.2023,6.15.2023,,,Predatory Mites
TT ,combo,3,3,pitfall,insecta,hymenoptera,formicidae,,,1,adult,4,6.8.2023,6.15.2023,,,Formicidae
TT ,combo,3,3,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,2,6.8.2023,6.15.2023,,,Staphylinidae
TT ,combo,3,3,pitfall,insecta,coleoptera,elateridae,,,1,adult,2,6.8.2023,6.15.2023,,,Elateridae
TT ,combo,3,3,pitfall,insecta,hymenoptera,formicidae,,,2,adult,3,6.8.2023,6.15.2023,,,Formicidae
TT ,combo,3,3,pitfall,arachnida,araneae,,,,4,adult,1,6.8.2023,6.15.2023,,,Araneae
TT ,combo,3,3,pitfall,acari,mesostigmata,uropodidae,,,5,adult,5,6.8.2023,6.15.2023,,,Non-Oribatid Mites
TT ,combo,3,3,pitfall,insecta,coleoptera,carabidae,,,1,adult,1,6.8.2023,6.15.2023,,,Carabidae
TT ,combo,3,3,pitfall,insecta,coleoptera,carabidae,,,3,adult,6,6.8.2023,6.15.2023,,,Carabidae
TT ,combo,3,3,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,2,6.8.2023,6.15.2023,,,Collembola
